-100,-100,2,25.15206642,55.19769949,2.02887366E9,2,2,0.3,28860.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887366E9,3,3,0.3,28860.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887366E9,4,4,0.3,28860.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887366E9,6,6,0.3,28860.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887366E9,7,7,0.3,28860.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887366E9,8,8,0.3,28860.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887366E9,9,9,0.3,28860.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887366E9,10,10,0.3,28860.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887366E9,12,12,0.3,28860.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887366E9,13,13,0.3,28860.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887366E9,14,14,0.3,28860.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887372E9,2,2,0.3,28920.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887372E9,3,3,0.3,28920.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887372E9,4,4,0.3,28920.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887372E9,6,6,0.3,28920.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887372E9,7,7,0.3,28920.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887372E9,8,8,0.3,28920.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887372E9,9,9,0.3,28920.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887372E9,10,10,0.3,28920.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887372E9,12,12,0.3,28920.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887372E9,13,13,0.3,28920.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887372E9,14,14,0.3,28920.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887378E9,2,2,0.3,28980.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887378E9,3,3,0.3,28980.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887378E9,4,4,0.3,28980.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887378E9,6,6,0.3,28980.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887378E9,7,7,0.3,28980.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887378E9,8,8,0.3,28980.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887378E9,9,9,0.3,28980.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887378E9,10,10,0.3,28980.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887378E9,12,12,0.3,28980.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887378E9,13,13,0.3,28980.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887378E9,14,14,0.3,28980.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887384E9,2,2,0.3,29040.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887384E9,3,3,0.3,29040.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887384E9,4,4,0.3,29040.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887384E9,6,6,0.3,29040.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887384E9,7,7,0.3,29040.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887384E9,8,8,0.3,29040.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887384E9,9,9,0.3,29040.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887384E9,10,10,0.3,29040.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887384E9,12,12,0.3,29040.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887384E9,13,13,0.3,29040.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887384E9,14,14,0.3,29040.0,11,14
-100,-100,2,25.15206642,55.19769949,2.0288739E9,2,2,0.3,29100.0,1,2
-100,-100,3,25.14533035,55.25408652,2.0288739E9,3,3,0.3,29100.0,1,3
-100,-100,4,25.15218662,55.26620492,2.0288739E9,4,4,0.3,29100.0,1,4
-100,-100,6,25.25762542,55.31971249,2.0288739E9,6,6,0.3,29100.0,5,6
-100,-100,7,25.26150643,55.29219922,2.0288739E9,7,7,0.3,29100.0,5,7
-100,-100,8,25.12166742,55.21377649,2.0288739E9,8,8,0.3,29100.0,0,8
-100,-100,9,25.13712242,55.23990049,2.0288739E9,9,9,0.3,29100.0,0,9
-100,-100,10,25.11546342,55.22471249,2.0288739E9,10,10,0.3,29100.0,0,10
-100,-100,12,25.17153242,55.33569749,2.0288739E9,12,12,0.3,29100.0,11,12
-100,-100,13,25.16505842,55.36194949,2.0288739E9,13,13,0.3,29100.0,11,13
-100,-100,14,25.15215742,55.26592949,2.0288739E9,14,14,0.3,29100.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887396E9,2,2,0.3,29160.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887396E9,3,3,0.3,29160.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887396E9,4,4,0.3,29160.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887396E9,6,6,0.3,29160.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887396E9,7,7,0.3,29160.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887396E9,8,8,0.3,29160.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887396E9,9,9,0.3,29160.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887396E9,10,10,0.3,29160.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887396E9,12,12,0.3,29160.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887396E9,13,13,0.3,29160.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887396E9,14,14,0.3,29160.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887402E9,2,2,0.3,29220.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887402E9,3,3,0.3,29220.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887402E9,4,4,0.3,29220.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887402E9,6,6,0.3,29220.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887402E9,7,7,0.3,29220.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887402E9,8,8,0.3,29220.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887402E9,9,9,0.3,29220.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887402E9,10,10,0.3,29220.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887402E9,12,12,0.3,29220.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887402E9,13,13,0.3,29220.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887402E9,14,14,0.3,29220.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887408E9,2,2,0.3,29280.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887408E9,3,3,0.3,29280.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887408E9,4,4,0.3,29280.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887408E9,6,6,0.3,29280.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887408E9,7,7,0.3,29280.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887408E9,8,8,0.3,29280.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887408E9,9,9,0.3,29280.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887408E9,10,10,0.3,29280.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887408E9,12,12,0.3,29280.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887408E9,13,13,0.3,29280.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887408E9,14,14,0.3,29280.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887414E9,2,2,0.3,29340.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887414E9,3,3,0.3,29340.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887414E9,4,4,0.3,29340.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887414E9,6,6,0.3,29340.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887414E9,7,7,0.3,29340.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887414E9,8,8,0.3,29340.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887414E9,9,9,0.3,29340.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887414E9,10,10,0.3,29340.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887414E9,12,12,0.3,29340.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887414E9,13,13,0.3,29340.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887414E9,14,14,0.3,29340.0,11,14
-100,-100,2,25.15206642,55.19769949,2.0288742E9,2,2,0.3,29400.0,1,2
-100,-100,3,25.14533035,55.25408652,2.0288742E9,3,3,0.3,29400.0,1,3
-100,-100,4,25.15218662,55.26620492,2.0288742E9,4,4,0.3,29400.0,1,4
-100,-100,6,25.25762542,55.31971249,2.0288742E9,6,6,0.3,29400.0,5,6
-100,-100,7,25.26150643,55.29219922,2.0288742E9,7,7,0.3,29400.0,5,7
-100,-100,8,25.12166742,55.21377649,2.0288742E9,8,8,0.3,29400.0,0,8
-100,-100,9,25.13712242,55.23990049,2.0288742E9,9,9,0.3,29400.0,0,9
-100,-100,10,25.11546342,55.22471249,2.0288742E9,10,10,0.3,29400.0,0,10
-100,-100,12,25.17153242,55.33569749,2.0288742E9,12,12,0.3,29400.0,11,12
-100,-100,13,25.16505842,55.36194949,2.0288742E9,13,13,0.3,29400.0,11,13
-100,-100,14,25.15215742,55.26592949,2.0288742E9,14,14,0.3,29400.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887426E9,2,2,0.9,29460.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887426E9,3,3,0.9,29460.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887426E9,4,4,0.9,29460.0,1,4
-100,-100,6,25.25762542,55.31971249,2.02887426E9,6,6,0.9,29460.0,5,6
-100,-100,7,25.26150643,55.29219922,2.02887426E9,7,7,0.9,29460.0,5,7
-100,-100,8,25.12166742,55.21377649,2.02887426E9,8,8,0.9,29460.0,0,8
-100,-100,9,25.13712242,55.23990049,2.02887426E9,9,9,0.9,29460.0,0,9
-100,-100,10,25.11546342,55.22471249,2.02887426E9,10,10,0.9,29460.0,0,10
-100,-100,12,25.17153242,55.33569749,2.02887426E9,12,12,0.9,29460.0,11,12
-100,-100,13,25.16505842,55.36194949,2.02887426E9,13,13,0.9,29460.0,11,13
-100,-100,14,25.15215742,55.26592949,2.02887426E9,14,14,0.9,29460.0,11,14
-100,-100,2,25.15206642,55.19769949,2.02887432E9,2,2,0.9,29520.0,1,2
-100,-100,3,25.14533035,55.25408652,2.02887432E9,3,3,0.9,29520.0,1,3
-100,-100,4,25.15218662,55.26620492,2.02887432E9,4,4,0.9,29520.0,1,4
