12,40,41,1.7633062,2.0,1.7633062,2.0
12,39,44,0.8816531,1.0,0.8816531,1.0
12,37,38,1.7633062,2.0,1.7633062,2.0
12,45,46,0.8816531,1.0,0.8816531,1.0
13,45,46,0.8816531,1.0,0.8816531,1.0
13,42,43,0.8816531,1.0,0.8816531,1.0
13,40,41,1.7633062,2.0,1.7633062,2.0
13,39,44,0.8816531,1.0,0.8816531,1.0
13,37,38,1.7633062,2.0,1.7633062,2.0
14,45,46,0.8816531,1.0,0.8816531,1.0
14,42,43,0.8816531,1.0,0.8816531,1.0
14,40,41,1.7633062,2.0,1.7633062,2.0
14,39,44,0.8816531,1.0,0.8816531,1.0
14,37,38,1.7633062,2.0,1.7633062,2.0
15,45,46,0.8733198,1.0,0.8733198,1.0
15,42,43,0.8733198,1.0,0.8733198,1.0
15,40,41,1.7466396,2.0,1.7466396,2.0
15,39,44,0.8733198,1.0,0.8733198,1.0
15,37,38,1.7466396,2.0,1.7466396,2.0
16,45,46,0.8733198,1.0,0.8733198,1.0
16,42,43,0.8733198,1.0,0.8733198,1.0
16,40,41,1.7466396,2.0,1.7466396,2.0
16,39,44,0.8733198,1.0,0.8733198,1.0
16,37,38,1.7466396,2.0,1.7466396,2.0
17,45,46,0.8733198,1.0,0.8733198,1.0
17,42,43,0.8733198,1.0,0.8733198,1.0
17,40,41,1.7466396,2.0,1.7466396,2.0
17,39,44,0.8733198,1.0,0.8733198,1.0
17,37,38,1.7466396,2.0,1.7466396,2.0
18,45,46,0.8733198,1.0,0.8733198,1.0
18,42,43,0.8733198,1.0,0.8733198,1.0
18,40,41,1.7466396,2.0,1.7466396,2.0
18,39,44,0.8733198,1.0,0.8733198,1.0
18,37,38,1.7466396,2.0,1.7466396,2.0
19,45,46,0.8733198,1.0,0.8733198,1.0
19,42,43,0.8733198,1.0,0.8733198,1.0
19,40,41,1.7466396,2.0,1.7466396,2.0
19,39,44,0.8733198,1.0,0.8733198,1.0
19,37,38,1.7466396,2.0,1.7466396,2.0
20,45,46,0.8733198,1.0,0.8733198,1.0
20,42,43,0.8733198,1.0,0.8733198,1.0
20,40,41,1.7466396,2.0,1.7466396,2.0
20,39,44,0.8733198,1.0,0.8733198,1.0
20,37,38,1.7466396,2.0,1.7466396,2.0
21,45,46,0.8733198,1.0,0.8733198,1.0
21,42,43,0.8733198,1.0,0.8733198,1.0
21,40,41,1.7466396,2.0,1.7466396,2.0
21,39,44,0.8733198,1.0,0.8733198,1.0
21,37,38,1.7466396,2.0,1.7466396,2.0
22,45,46,1.1983185,1.0,1.1983185,1.0
22,42,43,1.1983185,1.0,1.1983185,1.0
22,40,41,2.396637,2.0,2.396637,2.0
22,39,44,1.1983185,1.0,1.1983185,1.0
22,37,38,2.396637,2.0,2.396637,2.0
23,45,46,2.8399786,1.0,2.8399786,1.0
23,42,43,2.8399786,1.0,2.8399786,1.0
23,40,41,5.6799572,2.0,5.6799572,2.0
23,39,44,2.8399786,1.0,2.8399786,1.0
23,37,38,5.6799572,2.0,5.6799572,2.0
24,45,46,4.8983037,1.0,4.8983037,1.0
24,42,43,4.8983037,1.0,4.8983037,1.0
24,40,41,9.7966074,2.0,9.7966074,2.0
24,39,44,4.8983037,1.0,4.8983037,1.0
24,37,38,9.7966074,2.0,9.7966074,2.0
25,40,41,.,0.0,11.4132676,2.0
25,39,44,.,0.0,5.7066338,1.0
25,37,38,.,0.0,11.4132676,2.0
25,45,46,.,0.0,5.7066338,1.0
25,42,43,.,0.0,5.7066338,1.0
26,45,46,.,0.0,6.0982989,1.0
26,42,43,.,0.0,6.0982989,1.0
26,40,41,.,0.0,12.1965978,2.0
26,39,44,.,0.0,6.0982989,1.0
26,37,38,.,0.0,12.1965978,2.0
27,45,46,.,0.0,6.7,1.0
27,42,43,.,0.0,6.5,1.0
27,40,41,.,0.0,13.0,2.0
27,39,44,.,0.0,6.5,1.0
27,37,38,.,0.0,12.899999999999999,2.0
28,45,46,.,0.0,7.0,1.0
28,42,43,.,0.0,7.2,1.0
28,40,41,.,0.0,14.3,2.0
28,39,44,.,0.0,7.0,1.0
28,37,38,.,0.0,14.0,2.0
29,45,46,.,0.0,7.8,1.0
29,42,43,.,0.0,7.8,1.0
29,40,41,.,0.0,15.5,2.0
29,39,44,.,0.0,7.9,1.0
29,37,38,.,0.0,15.8,2.0
30,45,46,.,0.0,8.5,1.0
30,42,43,.,0.0,8.3,1.0
30,40,41,.,0.0,16.700000000000003,2.0
30,39,44,.,0.0,8.4,1.0
30,37,38,.,0.0,16.5,2.0
31,45,46,.,0.0,9.3,1.0
31,42,43,.,0.0,9.1,1.0
31,40,41,.,0.0,18.299999999999997,2.0
31,39,44,.,0.0,9.1,1.0
31,37,38,.,0.0,17.9,2.0
32,45,46,.,0.0,10.3,1.0
32,42,43,.,0.0,10.3,1.0
32,40,41,.,0.0,20.1,2.0
32,39,44,.,0.0,10.2,1.0
32,37,38,.,0.0,20.1,2.0
33,45,46,.,0.0,9.6,1.0
33,42,43,.,0.0,9.6,1.0
33,40,41,.,0.0,19.299999999999997,2.0
33,39,44,.,0.0,9.7,1.0
33,37,38,.,0.0,19.3,2.0
34,45,46,.,0.0,9.1,1.0
34,42,43,.,0.0,9.0,1.0
34,40,41,.,0.0,17.8,2.0
34,39,44,.,0.0,9.0,1.0
34,37,38,.,0.0,18.0,2.0
35,45,46,.,0.0,8.5,1.0
35,42,43,.,0.0,8.5,1.0
35,40,41,.,0.0,17.0,2.0
35,39,44,.,0.0,8.69,1.0
35,37,38,.,0.0,16.9,2.0
36,45,46,.,0.0,8.1,1.0
36,42,43,.,0.0,8.0,1.0
36,40,41,.,0.0,15.7,2.0
36,39,44,.,0.0,8.0,1.0
36,37,38,.,0.0,16.299999999999997,2.0
